Number;Text;Flag
1073165;Corroded Strongbox belonging to Belulah;Original
1073166;Your donation is too small to award any points.  Try giving a larger donation.;Original
1073167;You do not have enough of that item to make a donation!;Original
1073168;Food Decoration Tool;Original
1073169;You hear a rush of air from above as you are attacked by air elementals!;Original
1073170;An ominous shadow alerts you to danger from above!;Original
1073171;Select a food to decorate.;Original
1073172;You carefully remove the decoration from the food.;Original
1073173;The food was not decorated.;Original
1073174;You decorate the food.;Original
1073175;You cannot access the decoration tool.;Original
1073176;You can only decorate exceptional cakes, cookies, and cooked pizzas.;Original
1073177;The selected item is not accessible to decorate.;Original
1073178;Please enter how much of that item you wish to donate:;Original
1073179;The decoration attempt failed.;Original
1073180;You squirt some food decoration in your mouth.;Original
1073181;That is not a valid donation quantity.;Original
1073182;You do not have enough to make a donation of that magnitude!;Original
1073183;Decorated: ~1_MESSAGE~;Original
1073184;You cancel your donation.;Original
1073185;You are already unseen.;Original
1073186;An invisibility potion is already taking effect on your person.;Original
1073187;The invisibility effect is interrupted.;Original
1073188;A Bog Thing Contribution Statue from the Britannia Royal Zoo.;Original
1073189;A Bake Kitsune Contribution Statue from the Britannia Royal Zoo.;Original
1073190;A Wolf Contribution Statue from the Britannia Royal Zoo.;Original
1073191;A Changeling Contribution Statue from the Britannia Royal Zoo.;Original
1073192;A Reptalon Contribution Statue from the Britannia Royal Zoo.;Original
1073193;A Polar Bear Contribution Statue from the Britannia Royal Zoo.;Original
1073194;A Snake Contribution Statue from the Britannia Royal Zoo.;Original
1073195;A Quagmire Contribution Statue from the Britannia Royal Zoo.;Original
1073196;Interactive Dire Wolf Contribution Statue from the Britannia Royal Zoo.;Original
1073197;An Interactive Crane Contribution Statue from the Britannia Royal Zoo.;Original
1073198;A Bogling Contribution Statue from the Britannia Royal Zoo.;Original
1073199;A Horde Demon Contribution Statue from the Britannia Royal Zoo.;Original
1073200;A Billy Goat Contribution Statue from the Britannia Royal Zoo.;Original
1073201;Britannia Zoo Contributor;Original
1073202;Distinguished Britannia Zoo Contributor;Original
1073203;Honored Britannia Zoo Contributor;Original
1073204;Prominent Britannia Zoo Contributor;Original
1073205;Eminent Britannia Zoo Contributor;Original
1073206;Royal Subject of the Britannia Zoo;Original
1073207;Wolves are known to travel in packs.;Original
1073208;Quagmire and many other swamp creatures are made almost entirely out of plant material.;Original
1073209;Silver Steeds are nearly extinct. The few remaining steeds are living mythical creatures.;Original
1073210;The Sphynx is a highly intelligent and dangerous creature.;Original
1073211;Reptalons are fierce, but can be trained by patient expert tamers.;Original
1073212;Drakes belong to the dragon family. When angered they snort fire at enemies.;Original
1073213;Wyverns have scorpion-like stingers that inject toxic poison into their victims.;Original
1073214;A cold catch from the sea is a Polar Bear's favorite mealtime treat.;Original
1073215;The Yamandon has the strength of 10 Bulls.;Original
1073216;Cranes are endemic to the Tokuno Islands. Few survive captivity.;Original
1073217;The Britannia Royal Zoo depends on the donations of Sosaria's fine citizens.;Original
1073218;Changelings are known to imitate their predators and prey as a defense mechanism.;Original
1073219;Interactive Silver Steed Contribution Statue;Original
1073220;You must have completed the epic arcanist quest to use this ability.;Original
1073221;Britannia Royal Zoo Member;Original
1073222;Leather Armor of the Britannia Royal Zoo;Original
1073223;Studded Armor of the Britannia Royal Zoo;Original
1073224;Platemail Armor of the Britannia Royal Zoo;Original
1073225;Talisman of the Britannia Royal Zoo;Original
1073226;Britannia Royal Zoo Special Achievement Award;Original
1073227;Reptalons have the largest known talons.;Original
1073228;The Silver Steed consumes more than 8 bales of hay each day.;Original
1073229;Polar Bears are playful creatures.;Original
1073230;Dragon's breathe is hot enough to melt silver.;Original
1073231;There are several variations of wolves. The Dire Wolf is the most feared of the bunch.;Original
1073232;The Bake Kitsune has three tails.;Original
1073233;The Britannia Royal Zoo is always open.;Original
1073234;A Souvenir from the Museum of Vesper;Original
1073235;Vesper Museum Contributor;Original
1073236;Distinguished Vesper Museum Contributor;Original
1073237;Honored Vesper Museum Contributor;Original
1073238;Prominent Vesper Museum Contributor;Original
1073239;Eminent Vesper Museum Contributor;Original
1073240;Lord Denthe's Journal;Original
1073241;Lenley's Favorite Sparkly;Original
1073242;G'Thunk the Troll - Museum of Vesper Replica;Original
1073243;Replica of Lord British's Throne - Museum of Vesper;Original
1073244;Nystul's Crystal Ball - Museum of Vesper Replica;Original
1073245;Dangerous Creatures Replica: Devourer of Souls - Museum of Vesper;Original
1073246;Warlord Kabur - Museum of Vesper Replica;Original
1073247;Captain Dasha - Museum of Vesper Replica;Original
1073248;Adranath - Museum of Vesper Replica;Original
1073249;Solen Queen - Museum of Vesper Replica;Original
1073250;Odric's Robe - Museum of Vesper Replica;Original
1073251;Malabelle's Dress - Museum of Vesper Replica;Original
1073252;Baron Lenshire's Cloak - Museum of Vesper Replica;Original
1073253;Lord Rourke's Sash - Museum of Vesper Replica;Original
1073254;Gypsy Headdress - Museum of Vesper Replica;Original
1073255;Nystul's Wizard's Hat - Museum of Vesper Replica;Original
1073256;Jester Hat of Chuckles - Museum of Vesper Replica;Original
1073257;Minax's Armor - Museum of Vesper Replica;Original
1073258;Order Shield - Museum of Vesper Replica;Original
1073259;Chaos Shield - Museum of Vesper Replica;Original
1073260;Blackthorn's Kryss - Museum of Vesper Replica;Original
1073261;Sword of Justice - Museum of Vesper Replica;Original
1073262;Clainin's Spellbook - Museum of Vesper Replica;Original
1073263;Geoffrey's Axe - Museum of Vesper Replica;Original
1073264;Keeonean's Chain Mail - Museum of Vesper Replica;Original
1073265;Museum of Vesper Special Achievement Replica;Original
1073266;The most destructive spell - Armageddon - was first learned from the wisps.;Original
1073267;Mondain gained the Gem of Immortality after murdering his father.;Original
1073268;Lord British established the Order Guards. Lord Blackthorn countered by forming the Chaos Guards.;Original
1073269;Minax's army, led by Juo'nar, staged a war in Trinsic before it was saved by Dupre and his followers.;Original
1073270;Trammel was created by a powerful spell cast by Lord British and Nystul.;Original
1073271;Illshenar was discovered by a mage named Gilforn.;Original
1073272;Orcs staged battles across Sosaria. The war was centered in Cove.;Original
1073273;The gargoyle city, Ver Lor Reg, was discovered in Ilshenar.;Original
1073274;Yew was turned into swamplands after Adranath's 'Decay Spell' yielded unexpected results.;Original
1073275;There are Eight Companions and Eight Virtues.;Modified
1073276;Some Gypsies are as wise as the wisest sages of the lands.;Original
1073277;Lord CrawWorth discovered the "Lost Lands".;Original
1073278;The Virtues - are Humility, Sacrifice, Honor, Compassion, Valor, Honesty, Spirituality and Justice.;Original
1073279;There are Eight Companions and Eight Virtues.;Original
1073280;The Monks of Empath Abbey are reknowned for their wine.;Original
1073281;Truth, Love and Courage are the three principles that make up the eight Virtues.;Original
1073282;<div align=left>Presented as community-minded and strongly principled, <b><i>Gargoyles</i></b> have special traits and abilities:<br>- A Gargoyle's powerful wings carry them over land as fast as a galloping horse and grant them access to special Gargoyle-only areas.<br>- In situations of great danger, a Gargoyle's natural ferocity will take over, granting speed and power at the cost of defenses.<br>- A strong cultural emphasis on art and craftsmanship grants the Gargoyles an increased chance to imbue and unravel magical items.<br>- All Gargoyles are trained from childhood in the skill of Throwing, giving them a basic competence with missile weapons.<br>- Gargoyles have an intuitive understanding of Mysticism, allowing them to cast basic Mysticism spells without further training.<br>- The Stygian Abyss Expansion Pack is required to create a character of this race.</div>;Original
1073283;The Codex of Ultimate Wisdom embodies all that is to be known. One only has to open a page.;Original
1073284;Moonstones were once used to travel between Trammel and Felucca.;Original
1073285;Relvinian descended into madness while in the Hedge Maze.;Original
1073286;Trammel and Felucca are named after Sosaria's moons.;Original
1073287;Samurai;Original
